"Year","Age_category","SA2.name","Gender","Population_Count","CO2_generated_ML_yr","CO2_generated_tonnes_yr"
2014,"Old","Port Melbourne","M",1477,294.998256,584.09654688
2014,"Old","South Yarra","M",686,137.013408,271.28654784
2013,"Old","Southbank","M",387,77.294736,153.04357728
2013,"Old","Kensington","M",524,104.657472,207.22179456
2014,"Old","Port Melbourne","F",1694,281.3557824,557.084449152
2014,"Old","South Yarra","F",766,127.2246336,251.904774528
2013,"Old","Southbank","F",344,57.1348224,113.126948352
2013,"Old","Kensington","F",635,105.466896,208.82445408
2014,"Old","Port Melbourne","A",3171,580.0038048,1148.407533504
2014,"Old","South Yarra","A",1452,265.5835776,525.855483648
2013,"Old","Southbank","A",731,133.7063328,264.738538944
2013,"Old","Kensington","A",1159,211.9912992,419.742772416
2014,"Old","Port Melbourne","M",10,1.99728,3.9546144
2014,"Old","West Melbourne (Industrial)","M",0,0,0
2013,"Old","West Melbourne (Residential)","M",150,29.9592,59.319216
2013,"Old","Parkville","M",437,87.281136,172.81664928
2014,"Old","Port Melbourne","F",5,0.830448,1.64428704
2014,"Old","West Melbourne (Industrial)","F",0,0,0
2013,"Old","West Melbourne (Residential)","F",151,25.0795296,49.657468608
2013,"Old","Parkville","F",580,96.331968,190.73729664
2014,"Old","Port Melbourne","A",15,2.743632,5.43239136
2014,"Old","West Melbourne (Industrial)","A",0,0,0
2013,"Old","West Melbourne (Residential)","A",301,55.0555488,109.009986624
2013,"Old","Parkville","A",1017,186.0182496,368.316134208
2015,"Old","Carlton","M",737,147.199536,291.45508128
2014,"Old","Melbourne (CBD)","M",507,101.262096,200.49895008
2013,"Old","Port Melbourne","M",1434,286.409952,567.09170496
2013,"Old","South Yarra","M",661,132.020208,261.40001184
2015,"Old","Carlton","F",821,136.3595616,269.991931968
2014,"Old","Melbourne (CBD)","F",402,66.7680192,132.200678016
2013,"Old","Port Melbourne","F",1647,273.5495712,541.628150976
2013,"Old","South Yarra","F",757,125.7298272,248.945057856
2015,"Old","Carlton","A",1558,284.9719104,564.244382592
2014,"Old","Melbourne (CBD)","A",909,166.2640992,329.202916416
2013,"Old","Port Melbourne","A",3081,563.5420128,1115.813185344
2013,"Old","South Yarra","A",1418,259.3646784,513.542063232
2015,"Old","Docklands","M",506,101.062368,200.10348864
2014,"Old","Melbourne (CBD)","M",209,41.743152,82.65144096
2013,"Old","Port Melbourne","M",11,2.197008,4.35007584
2013,"Old","West Melbourne (Industrial)","M",0,0,0
2015,"Old","Docklands","F",412,68.4289152,135.489252096
2014,"Old","Melbourne (CBD)","F",177,29.3978592,58.207761216
2013,"Old","Port Melbourne","F",5,0.830448,1.64428704
2013,"Old","West Melbourne (Industrial)","F",0,0,0
2015,"Old","Docklands","A",918,167.9102784,332.462351232
2014,"Old","Melbourne (CBD)","A",386,70.6027968,139.793537664
2013,"Old","Port Melbourne","A",16,2.9265408,5.794550784
2013,"Old","West Melbourne (Industrial)","A",0,0,0
2015,"Old","East Melbourne","M",587,117.240336,232.13586528
2014,"Old","Melbourne (CBD)","M",206,41.143968,81.46505664
2014,"Old","Carlton","M",675,134.8164,266.936472
2013,"Old","Melbourne (CBD)","M",452,90.277056,178.74857088
2015,"Old","East Melbourne","F",667,110.7817632,219.347891136
2014,"Old","Melbourne (CBD)","F",195,32.387472,64.12719456
2014,"Old","Carlton","F",744,123.5706624,244.669911552
2013,"Old","Melbourne (CBD)","F",360,59.792256,118.38866688
2015,"Old","East Melbourne","A",1254,229.3676352,454.147917696
2014,"Old","Melbourne (CBD)","A",401,73.3464288,145.225929024
2014,"Old","Carlton","A",1419,259.5475872,513.904222656
2013,"Old","Melbourne (CBD)","A",812,148.5219456,294.073452288
2015,"Old","Melbourne (Remainder)","M",1,0.199728,0.39546144
2014,"Old","North Melbourne","M",730,145.80144,288.6868512
2014,"Old","Docklands","M",453,90.476784,179.14403232
2013,"Old","Melbourne (CBD)","M",173,34.552944,68.41482912
2015,"Old","Melbourne (Remainder)","F",0,0,0
2014,"Old","North Melbourne","F",773,128.3872608,254.206776384
2014,"Old","Docklands","F",364,60.4566144,119.704096512
2013,"Old","Melbourne (CBD)","F",132,21.9238272,43.409177856
2015,"Old","Melbourne (Remainder)","A",1,0.1829088,0.362159424
2014,"Old","North Melbourne","A",1503,274.9119264,544.325614272
2014,"Old","Docklands","A",817,149.4364896,295.884249408
2013,"Old","Melbourne (CBD)","A",305,55.787184,110.45862432
2015,"Old","Kensington","M",615,122.83272,243.2087856
2014,"Old","Melbourne (Remainder)","M",0,0,0
2014,"Old","East Melbourne","M",552,110.249856,218.29471488
2013,"Old","Melbourne (CBD)","M",187,37.349136,73.95128928
2015,"Old","Kensington","F",711,118.0897056,233.817617088
2014,"Old","Melbourne (Remainder)","F",0,0,0
2014,"Old","East Melbourne","F",639,106.1312544,210.139883712
2013,"Old","Melbourne (CBD)","F",184,30.5604864,60.509763072
2015,"Old","Kensington","A",1326,242.5370688,480.223396224
2016,"Old","Port Melbourne","M",6,1.198368,2.37276864
2016,"Old","West Melbourne (Industrial)","M",0,0,0
2015,"Old","West Melbourne (Residential)","M",175,34.9524,69.205752
2015,"Old","Parkville","M",468,93.472704,185.07595392
2016,"Old","Port Melbourne","F",8,1.3287168,2.630859264
2016,"Old","West Melbourne (Industrial)","F",0,0,0
2015,"Old","West Melbourne (Residential)","F",172,28.5674112,56.563474176
2015,"Old","Parkville","F",681,113.1070176,223.951894848
2016,"Old","Port Melbourne","A",14,2.5607232,5.070231936
2016,"Old","West Melbourne (Industrial)","A",0,0,0
2015,"Old","West Melbourne (Residential)","A",347,63.4693536,125.669320128
2015,"Old","Parkville","A",1149,210.1622112,416.121178176
2017,"Old","Carlton","M",799,159.582672,315.97369056
2016,"Old","Melbourne (CBD)","M",516,103.059648,204.05810304
2015,"Old","Port Melbourne","M",1531,305.783568,605.45146464
2015,"Old","South Yarra","M",713,142.406064,281.96400672
2017,"Old","Carlton","F",912,151.4737152,299.917956096
2016,"Old","Melbourne (CBD)","F",453,75.2385888,148.972405824
2015,"Old","Port Melbourne","F",1742,289.3280832,572.869604736
2015,"Old","South Yarra","F",789,131.0446944,259.468494912
2017,"Old","Carlton","A",1711,312.9569568,619.654774464
2016,"Old","Melbourne (CBD)","A",969,177.2386272,350.932481856
2015,"Old","Port Melbourne","A",3273,598.6605024,1185.347794752
2015,"Old","South Yarra","A",1502,274.7290176,543.963454848
2017,"Old","Docklands","M",658,131.421024,260.21362752
2016,"Old","Melbourne (CBD)","M",218,43.540704,86.21059392
2015,"Old","Port Melbourne","M",11,2.197008,4.35007584
2015,"Old","West Melbourne (Industrial)","M",0,0,0
2017,"Old","Docklands","F",554,92.0136384,182.187004032
2016,"Old","Melbourne (CBD)","F",184,30.5604864,60.509763072
2015,"Old","Port Melbourne","F",5,0.830448,1.64428704
2015,"Old","West Melbourne (Industrial)","F",0,0,0
2017,"Old","Docklands","A",1212,221.6854656,438.937221888
2016,"Old","Melbourne (CBD)","A",402,73.5293376,145.588088448
2015,"Old","Port Melbourne","A",16,2.9265408,5.794550784
2015,"Old","West Melbourne (Industrial)","A",0,0,0
2017,"Old","East Melbourne","M",630,125.82864,249.1407072
2016,"Old","Melbourne (CBD)","M",294,58.720032,116.26566336
2016,"Old","Carlton","M",782,156.187296,309.25084608
2015,"Old","Melbourne (CBD)","M",556,111.048768,219.87656064
2017,"Old","East Melbourne","F",702,116.5948992,230.857900416
2016,"Old","Melbourne (CBD)","F",235,39.031056,77.28149088
2016,"Old","Carlton","F",878,145.8266688,288.736804224
2015,"Old","Melbourne (CBD)","F",445,73.909872,146.34154656
2017,"Old","East Melbourne","A",1332,243.6345216,482.396352768
2016,"Old","Melbourne (CBD)","A",529,96.7587552,191.582335296
2016,"Old","Carlton","A",1660,303.628608,601.18464384
2015,"Old","Melbourne (CBD)","A",1001,183.0917088,362.521583424
2017,"Old","Melbourne (Remainder)","M",0,0,0
2016,"Old","North Melbourne","M",819,163.577232,323.88291936
2016,"Old","Docklands","M",565,112.84632,223.4357136
2015,"Old","Melbourne (CBD)","M",215,42.94152,85.0242096
2017,"Old","Melbourne (Remainder)","F",0,0,0
2016,"Old","North Melbourne","F",858,142.5048768,282.159656064
2016,"Old","Docklands","F",468,77.7299328,153.905266944
2015,"Old","Melbourne (CBD)","F",197,32.7196512,64.784909376
2017,"Old","Melbourne (Remainder)","A",0,0,0
2016,"Old","North Melbourne","A",1677,306.7380576,607.341354048
2016,"Old","Docklands","A",1033,188.9447904,374.110684992
2015,"Old","Melbourne (CBD)","A",412,75.3584256,149.209682688
2017,"Old","Kensington","M",673,134.416944,266.14554912
2016,"Old","Melbourne (Remainder)","M",0,0,0
2016,"Old","East Melbourne","M",614,122.632992,242.81332416
2015,"Old","Melbourne (CBD)","M",248,49.532544,98.07443712
2017,"Old","Kensington","F",773,128.3872608,254.206776384
2016,"Old","Melbourne (Remainder)","F",0,0,0
2016,"Old","East Melbourne","F",696,115.5983616,228.884755968
2015,"Old","Melbourne (CBD)","F",238,39.5293248,78.268063104
2017,"Old","Kensington","A",1446,264.4861248,523.682527104
2016,"Old","Melbourne (Remainder)","A",0,0,0
2016,"Old","East Melbourne","A",1310,239.610528,474.42884544
2015,"Old","Melbourne (CBD)","A",486,88.8936768,176.009480064
2017,"Old","Parkville","M",460,91.87488,181.9122624
2016,"Old","Southbank","M",401,80.090928,158.58003744
2016,"Old","Melbourne (Remainder)","M",0,0,0
2015,"Old","North Melbourne","M",753,150.395184,297.78246432
2017,"Old","Parkville","F",689,114.4357344,226.582754112
2016,"Old","Southbank","F",374,62.1175104,122.992670592
2016,"Old","Melbourne (Remainder)","F",0,0,0
2015,"Old","North Melbourne","F",801,133.0377696,263.414783808
2017,"Old","Parkville","A",1149,210.1622112,416.121178176
2016,"Old","Southbank","A",775,141.75432,280.6735536
2016,"Old","Melbourne (Remainder)","A",0,0,0
2015,"Old","North Melbourne","A",1554,284.2402752,562.795744896
2017,"Old","South Yarra","M",801,159.982128,316.76461344
2016,"Old","Southbank","M",445,88.87896,175.9803408
2016,"Old","Kensington","M",648,129.423744,256.25901312
2015,"Old","Melbourne (Remainder)","M",0,0,0
2017,"Old","South Yarra","F",897,148.9823712,294.985094976
2016,"Old","Southbank","F",467,77.5638432,153.576409536
2016,"Old","Kensington","F",745,123.736752,244.99876896
2015,"Old","Melbourne (Remainder)","F",0,0,0
2017,"Old","South Yarra","A",1698,310.5791424,614.946701952
2016,"Old","Southbank","A",912,166.8128256,330.289394688
2016,"Old","Kensington","A",1393,254.7919584,504.488077632
2015,"Old","Melbourne (Remainder)","A",0,0,0
2017,"Old","West Melbourne (Industrial)","M",0,0,0
2016,"Old","West Melbourne (Residential)","M",165,32.95512,65.2511376
2016,"Old","Parkville","M",473,94.471344,187.05326112
2015,"Old","Southbank","M",360,71.90208,142.3661184
2017,"Old","West Melbourne (Industrial)","F",0,0,0
2016,"Old","West Melbourne (Residential)","F",173,28.7335008,56.892331584
2016,"Old","Parkville","F",711,118.0897056,233.817617088
2015,"Old","Southbank","F",326,54.1452096,107.207515008
2017,"Old","West Melbourne (Industrial)","A",0,0,0
2016,"Old","West Melbourne (Residential)","A",338,61.8231744,122.409885312
2016,"Old","Parkville","A",1184,216.5640192,428.796758016
2015,"Old","Southbank","A",686,125.4754368,248.441364864
2017,"Old","Melbourne (CBD)","M",528,105.456384,208.80364032
2016,"Old","Port Melbourne","M",1591,317.767248,629.17915104
2016,"Old","South Yarra","M",734,146.600352,290.26869696
2015,"Old","Southbank","M",419,83.686032,165.69834336
2017,"Old","Melbourne (CBD)","F",473,78.5603808,155.549553984
2016,"Old","Port Melbourne","F",1799,298.7951904,591.614476992
2016,"Old","South Yarra","F",838,139.1830848,275.582507904
2015,"Old","Southbank","F",437,72.5811552,143.710687296
2017,"Old","Melbourne (CBD)","A",1001,183.0917088,362.521583424
2016,"Old","Port Melbourne","A",3390,620.060832,1227.72044736
2016,"Old","South Yarra","A",1572,287.5326336,569.314614528
2015,"Old","Southbank","A",856,156.5699328,310.008466944
2017,"Old","Melbourne (CBD)","M",231,46.137168,91.35159264
2019,"Old","Melbourne (Remainder)","F",0,0,0
2018,"Old","North Melbourne","F",920,152.802432,302.54881536
2018,"Old","Docklands","F",631,104.8025376,207.509024448
2017,"Old","Melbourne (CBD)","F",201,33.3840096,66.100339008
2019,"Old","Melbourne (Remainder)","A",0,0,0
2018,"Old","North Melbourne","A",1744,318.9929472,631.606035456
2018,"Old","Docklands","A",1357,248.2072416,491.450338368
2017,"Old","Melbourne (CBD)","A",432,79.0166016,156.452871168
2019,"Old","Kensington","M",708,141.407424,279.98669952
2018,"Old","Melbourne (Remainder)","M",0,0,0
2018,"Old","East Melbourne","M",631,126.028368,249.53616864
2017,"Old","Melbourne (CBD)","M",340,67.90752,134.4568896
2019,"Old","Kensington","F",787,130.7125152,258.810780096
2018,"Old","Melbourne (Remainder)","F",0,0,0
2018,"Old","East Melbourne","F",698,115.9305408,229.542470784
2017,"Old","Melbourne (CBD)","F",288,47.8338048,94.710933504
2019,"Old","Kensington","A",1495,273.448656,541.42833888
2018,"Old","Melbourne (Remainder)","A",0,0,0
2018,"Old","East Melbourne","A",1329,243.0857952,481.309874496
2017,"Old","Melbourne (CBD)","A",628,114.8667264,227.436118272
2019,"Old","Parkville","M",430,85.88304,170.0484192
2018,"Old","Southbank","M",423,84.484944,167.28018912
2018,"Old","Melbourne (Remainder)","M",0,0,0
2017,"Old","North Melbourne","M",810,161.77968,320.3237664
2019,"Old","Parkville","F",623,103.4738208,204.878165184
2018,"Old","Southbank","F",402,66.7680192,132.200678016
2018,"Old","Melbourne (Remainder)","F",0,0,0
2017,"Old","North Melbourne","F",873,144.9962208,287.092517184
2019,"Old","Parkville","A",1053,192.6029664,381.353873472
2018,"Old","Southbank","A",825,150.89976,298.7815248
2018,"Old","Melbourne (Remainder)","A",0,0,0
2017,"Old","North Melbourne","A",1683,307.8355104,609.514310592
2019,"Old","South Yarra","M",832,166.173696,329.02391808
2018,"Old","Southbank","M",495,98.86536,195.7534128
2018,"Old","Kensington","M",679,135.615312,268.51831776
2017,"Old","Melbourne (Remainder)","M",0,0,0
2019,"Old","South Yarra","F",953,158.2833888,313.401109824
2018,"Old","Southbank","F",532,88.3596672,174.952141056
2018,"Old","Kensington","F",780,129.549888,256.50877824
2017,"Old","Melbourne (Remainder)","F",0,0,0
2019,"Old","South Yarra","A",1785,326.492208,646.45457184
2018,"Old","Southbank","A",1027,187.8473376,371.937728448
2018,"Old","Kensington","A",1459,266.8639392,528.390599616
2017,"Old","Melbourne (Remainder)","A",0,0,0
2019,"Old","West Melbourne (Industrial)","M",2,0.399456,0.79092288
2018,"Old","West Melbourne (Residential)","M",190,37.94832,75.1376736
2018,"Old","Parkville","M",446,89.078688,176.37580224
2017,"Old","Southbank","M",415,82.88712,164.1164976
2019,"Old","West Melbourne (Industrial)","F",1,0.1660896,0.328857408
2018,"Old","West Melbourne (Residential)","F",204,33.8822784,67.086911232
2018,"Old","Parkville","F",655,108.788688,215.40160224
2017,"Old","Southbank","F",393,65.2732128,129.240961344
2019,"Old","West Melbourne (Industrial)","A",3,0.5487264,1.086478272
2018,"Old","West Melbourne (Residential)","A",394,72.0660672,142.690813056
2018,"Old","Parkville","A",1101,201.3825888,398.737525824
2017,"Old","Southbank","A",808,147.7903104,292.624814592
2019,"Old","Melbourne (CBD)","M",557,111.248496,220.27202208
2018,"Old","Port Melbourne","M",1705,340.53624,674.2617552
2018,"Old","South Yarra","M",817,163.177776,323.09199648
2017,"Old","Southbank","M",466,93.073248,184.28503104
2019,"Old","Melbourne (CBD)","F",477,79.2247392,156.864983616
2018,"Old","Port Melbourne","F",1891,314.0754336,621.869358528
2018,"Old","South Yarra","F",926,153.7989696,304.521959808
2017,"Old","Southbank","F",502,83.3769792,165.086418816
2019,"Old","Melbourne (CBD)","A",1034,189.1276992,374.472844416
2018,"Old","Port Melbourne","A",3596,657.7400448,1302.325288704
2018,"Old","South Yarra","A",1743,318.8100384,631.243876032
2017,"Old","Southbank","A",968,177.0557184,350.570322432
2019,"Old","Melbourne (CBD)","M",248,49.532544,98.07443712
2018,"Old","Port Melbourne","M",11,2.197008,4.35007584
2018,"Old","West Melbourne (Industrial)","M",0,0,0
2017,"Old","West Melbourne (Residential)","M",175,34.9524,69.205752
2019,"Old","Melbourne (CBD)","F",232,38.5327872,76.294918656
2018,"Old","Port Melbourne","F",15,2.491344,4.93286112
2018,"Old","West Melbourne (Industrial)","F",1,0.1660896,0.328857408
2017,"Old","West Melbourne (Residential)","F",183,30.3943968,60.180905664
2019,"Old","Melbourne (CBD)","A",480,87.796224,173.83652352
2018,"Old","Port Melbourne","A",26,4.7556288,9.416145024
2018,"Old","West Melbourne (Industrial)","A",1,0.1829088,0.362159424
2017,"Old","West Melbourne (Residential)","A",358,65.4813504,129.653073792
2019,"Old","Melbourne (CBD)","M",348,69.505344,137.62058112
2019,"Old","Carlton","M",822,164.176416,325.06930368
2018,"Old","Melbourne (CBD)","M",537,107.253936,212.36279328
2017,"Old","Port Melbourne","M",1662,331.947936,657.25691328
2019,"Old","Melbourne (CBD)","F",328,54.4773888,107.865229824
2019,"Old","Carlton","F",1008,167.4183168,331.488267264
2018,"Old","Melbourne (CBD)","F",477,79.2247392,156.864983616
2017,"Old","Port Melbourne","F",1855,308.096208,610.03049184
2019,"Old","Melbourne (CBD)","A",676,123.6463488,244.819770624
2019,"Old","Carlton","A",1830,334.723104,662.75174592
